ODDS,CS,count
3.66-3.54-2.13,0-4,1
3.66-3.64-2.12,0-0,1
3.67-3.45-2.16,0-2,1
3.67-3.71-2.09,1-2,1
3.68-3.27-2.21,2-2,1
3.68-3.56-2.14,1-0,1
3.69-3.57-2.13,3-2,1
3.69-3.68-2.09,1-2,1
3.7-3.1-2.1,0-1,1
3.7-3.39-2,0-1,1
3.7-3.41-2.17,1-0,1
3.7-3.47-2.12,0-0,1
3.7-3.56-2.11,2-4,1
3.7-3.57-2.11,2-2,1
3.7-3.6-1.95,1-1,1
3.71-3.41-2.14,2-3,1
3.71-3.55-2.11,1-2,1
3.72-3.52-2.12,2-0,1
3.72-3.79-2.03,0-0,1
3.73-3.48-2.15,1-0,1
3.73-3.56-2.1,0-1,1
3.73-3.86-2.02,0-1,1
3.74-3.44-2.14,1-1,1
3.75-3.25-1.83,2-2,1
3.75-3.25-2.05,2-1,1
3.75-3.36-2.17,1-2,1
3.75-3.6-1.91,1-1,1
3.75-3.6-1.95,0-2,1
3.77-3.18-2.24,1-1,1
3.77-3.59-2.06,1-0,1
3.78-3.49-2.11,0-1,1
3.79-3.01-2.33,1-1,1
3.79-3.1-2.1,1-2,1
3.79-3.2-2.04,1-3,1
3.79-3.43-2.13,0-1,1
3.79-3.6-1.9,0-4,1
3.79-3.69-2.04,4-0,1
3.79-3.72-2.03,0-3,1
3.79-3.79-1.85,2-1,1
3.8-3.2-2.05,2-0,1
3.8-3.3-2,3-2,1
3.8-3.54-2.09,1-0,1
3.8-3.6-1.91,3-3,1
3.81-3.44-2.1,3-2,1
3.83-3.59-2.06,1-1,1
3.83-3.59-2.08,2-1,1
3.84-3.57-2.06,3-3,1
3.84-3.65-2.04,1-2,1
3.84-3.71-2.04,2-5,1
3.85-3.79-2.01,1-1,1
3.86-3.25-2.18,1-2,1
3.86-3.86-1.97,1-0,1
3.87-3.44-2.1,1-2,1
3.87-3.55-2.06,1-1,1
3.87-3.75-2.02,2-0,1
3.88-3.34-2.14,0-1,1
3.88-3.45-2.09,2-0,1
3.88-3.46-2.09,1-1,1
3.88-3.52-2.07,1-2,1
3.88-3.76-2.01,0-2,1
3.89-3.25-2,3-2,1
3.89-3.39-1.95,1-2,1
3.89-3.5-1.9,0-3,1
3.89-3.79-1.98,0-5,1
3.89-3.89-1.8,2-1,1
3.9-3.43-2.1,0-0,1
3.91-3.4-2.1,1-1,1
3.91-3.45-2.09,1-2,1
3.91-3.5-2.07,0-3,1
3.92-3.51-2.06,1-2,1
3.92-3.51-2.08,0-1,1
3.93-3.35-2.09,1-3,1
3.94-3.5-2.06,1-0,1
3.94-3.5-2.08,0-3,1
3.94-3.65-2.01,1-2,1
3.95-3.45-2.07,3-4,1
3.96-3.68-2.02,2-3,1
3.96-3.77-1.98,0-5,1
3.97-3.76-1.97,3-3,1
3.98-3.39-2.11,0-1,1
3.99-3.58-2.02,1-4,1
4-3.1-2.04,1-3,1
4-3.2-2,2-0,1
4-3.29-1.95,1-1,1
4-3.5-1.9,1-2,1
4-3.5-1.95,1-2,1
4-3.79-1.8,3-1,1
4-4.2-1.72,0-2,1
4.01-3.45-2.08,0-0,1
4.01-3.51-2.02,2-3,1
4.01-3.6-2.01,1-0,1
4.01-3.79-1.95,1-1,1
4.02-3.55-2.02,0-1,1
4.02-3.7-1.96,0-3,1
4.04-3.7-1.99,2-1,1
4.04-3.88-1.94,1-3,1
4.05-3.3-2.1,0-1,1
4.05-3.79-1.94,1-2,1
4.07-3.54-2.03,2-2,1
4.07-3.58-2,2-3,1
4.08-3.42-2.05,2-2,1
4.08-3.68-1.97,1-3,1
4.09-3.47-2.03,0-2,1
4.09-3.51-2.02,0-0,1
4.09-3.66-1.97,2-2,1
4.1-3.38-2.06,1-1,1
4.1-3.87-1.91,2-1,1
4.11-3.8-1.93,0-1,1
4.12-3.29-2.09,3-3,1
4.13-3.38-2.05,0-3,1
4.13-3.51-2,2-2,1
4.14-3.52-2,1-2,1
4.15-3.77-1.93,0-4,1
4.16-3.31-2.07,0-3,1
4.16-3.36-2.03,0-3,1
4.16-3.45-2.02,2-1,1
4.17-3.96-1.88,0-0,1
4.19-3.31-2.07,0-3,1
4.2-3.1-2,1-1,1
4.2-3.25-1.91,1-1,1
4.2-3.29-1.9,0-6,1
4.2-3.3-1.91,0-1,1
4.2-3.5-1.85,2-0,1
4.2-3.58-1.95,0-1,1
4.2-3.75-1.8,3-2,1
4.2-3.77-1.91,0-2,1
4.2-3.8-1.91,3-2,1
4.23-3.64-1.96,1-1,1
4.24-4.12-1.83,0-3,1
4.25-3.42-2.01,2-4,1
4.26-3.76-1.91,0-1,1
4.26-3.78-1.9,1-3,1
4.26-3.99-1.87,1-1,1
4.27-3.87-1.89,2-3,1
4.27-3.98-1.85,0-1,1
4.29-3.35-2.01,1-2,1
4.3-3.53-1.99,0-1,1
4.3-3.75-1.9,0-1,1
4.3-4.05-1.85,2-1,1
4.31-3.46-1.96,2-1,1
4.31-3.76-1.88,0-1,1
4.32-3.52-1.96,0-3,1
4.32-3.55-1.95,0-4,1
4.33-3.2-1.91,3-1,1
4.33-3.25-1.9,0-0,1
4.33-3.39-1.85,0-0,1
4.33-3.4-1.85,0-1,1
4.33-3.5-1.83,1-1,1
4.33-3.6-1.8,2-2,1
4.33-3.75-1.89,2-2,1
4.33-4-1.7,1-1,1
4.33-4-1.72,1-1,1
4.33-4.2-1.66,1-3,1
4.37-3.61-1.93,0-4,1
4.38-3.6-1.93,0-1,1
4.39-3.42-1.98,0-2,1
4.39-3.58-1.93,0-1,1
4.39-3.78-1.89,2-2,1
4.39-3.85-1.88,1-0,1
4.4-3.71-1.91,2-2,1
4.4-3.73-1.89,1-1,1
4.4-3.77-1.88,0-3,1
4.41-3.14-2.08,0-1,1
4.41-3.52-1.94,0-1,1
4.42-3.59-1.94,0-2,1
4.46-3.73-1.88,2-1,1
4.48-3.99-1.83,4-4,1
4.49-3.68-1.88,0-2,1
4.5-3.29-1.85,1-4,1
4.5-3.75-1.72,1-1,1
4.5-3.79-1.72,2-2,1
4.5-3.8-1.73,3-4,1
4.51-3.54-1.92,0-2,1
4.51-3.83-1.85,0-1,1
4.51-3.92-1.81,1-1,1
4.53-4.1-1.79,2-1,1
4.54-4-1.8,2-3,1
4.56-3.6-1.89,3-3,1
4.57-3.77-1.85,0-0,1
4.58-3.79-1.84,1-1,1
4.58-4.06-1.8,0-3,1
4.59-3.39-1.8,1-2,1
4.59-3.76-1.85,0-7,1
4.59-3.8-1.84,0-2,1
4.61-3.79-1.82,1-0,1
4.61-3.86-1.81,4-0,1
4.62-3.41-1.94,2-0,1
4.62-3.74-1.85,1-0,1
4.62-3.89-1.83,0-1,1
4.63-4.22-1.76,2-1,1
4.65-4.1-1.77,0-2,1
4.66-3.74-1.84,2-0,1
4.67-3.6-1.89,1-3,1
4.71-3.81-1.82,1-2,1
4.72-3.82-1.83,0-4,1
4.73-3.83-1.83,1-2,1
4.74-3.44-1.91,0-0,1
4.74-3.61-1.86,0-2,1
4.75-3.2-1.85,2-2,1
4.75-3.5-1.75,2-1,1
4.75-3.6-1.73,2-2,1
4.75-3.6-1.75,0-5,1
4.75-3.75-1.7,0-2,1
4.75-3.79-1.7,0-1,1
4.75-3.81-1.81,1-2,1
4.75-3.93-1.8,0-2,1
4.75-4-1.66,2-4,1
4.75-4.2-1.61,2-2,1
4.76-3.72-1.83,0-4,1
4.76-3.76-1.82,0-2,1
4.77-4.02-1.76,0-0,1
4.78-3.47-1.88,0-1,1
4.78-3.68-1.85,0-1,1
4.79-3.97-1.77,1-2,1
4.79-4.53-1.68,1-4,1
4.85-3.53-1.87,1-1,1
4.85-3.98-1.76,0-3,1
4.86-3.91-1.78,2-2,1
4.86-3.92-1.79,1-0,1
4.86-3.98-1.78,2-1,1
4.91-3.68-1.82,0-2,1
4.92-3.67-1.82,0-0,1
4.94-4.05-1.74,2-1,1
4.97-3.87-1.77,0-1,1
4.97-4.01-1.76,2-2,1
4.98-3.7-1.81,0-0,1
4.98-3.97-1.75,3-4,1
4.99-3.7-1.81,0-1,1
4.99-4.36-1.69,1-3,1
5-3.1-1.83,0-1,1
5-3.1-1.85,1-1,1
5-3.5-1.73,1-0,1
5-3.75-1.66,2-1,1
5-3.8-1.65,0-2,1
5-4-1.61,1-1,1
5.03-3.92-1.75,1-1,1
5.07-4.01-1.74,1-1,1
5.09-4.17-1.71,1-1,1
5.13-3.73-1.76,1-2,1
5.14-3.73-1.79,1-5,1
5.14-3.9-1.74,2-4,1
5.14-4.05-1.72,0-4,1
5.14-4.18-1.7,1-1,1
5.16-3.81-1.74,2-0,1
5.17-4.34-1.66,1-3,1
5.2-3.98-1.72,2-2,1
5.21-3.89-1.74,0-2,1
5.23-3.94-1.72,1-1,1
5.24-3.68-1.78,0-1,1
5.24-4.3-1.68,0-2,1
5.25-3.59-1.8,0-4,1
5.25-3.6-1.66,1-4,1
5.25-3.75-1.64,1-2,1
5.25-3.79-1.64,2-1,1
5.25-4.2-1.57,2-2,1
5.25-4.33-1.55,2-0,1
5.28-4.23-1.67,2-2,1
5.28-4.31-1.65,1-2,1
5.29-3.85-1.75,0-1,1
5.3-4.15-1.68,2-0,1
5.31-4.05-1.69,1-2,1
5.34-4.05-1.71,2-4,1
5.35-3.69-1.76,1-0,1
5.35-3.82-1.75,0-1,1
5.35-3.85-1.72,2-3,1
5.35-4-1.71,0-2,1
5.36-3.89-1.74,1-2,1
5.36-4.44-1.65,0-0,1
5.39-4.06-1.7,1-1,1
5.42-4.17-1.68,1-3,1
5.44-3.93-1.7,2-1,1
5.46-3.88-1.71,0-0,1
5.46-4.16-1.68,1-3,1
5.49-3.59-1.79,0-2,1
5.49-4.37-1.64,2-1,1
5.5-3.6-1.64,2-2,1
5.5-3.6-1.65,1-2,1
5.5-3.73-1.75,2-2,1
5.5-3.79-1.6,1-3,1
5.5-3.79-1.61,0-0,1
5.5-3.9-1.7,0-1,1
5.5-4.2-1.55,0-0,1
5.52-3.82-1.72,0-3,1
5.53-4.29-1.65,1-4,1
5.54-4.08-1.67,1-3,1
5.59-4.29-1.65,0-1,1
5.6-3.95-1.7,2-1,1
5.6-3.99-1.69,1-1,1
5.6-4.57-1.61,4-2,1
5.62-3.57-1.78,1-0,1
5.67-4.7-1.57,1-2,1
5.69-4.25-1.64,0-4,1
5.7-4.13-1.65,1-1,1
5.72-4.14-1.66,1-1,1
5.74-4.29-1.63,3-3,1
5.75-3.39-1.66,0-3,1
5.75-3.5-1.64,1-4,1
5.75-4-1.55,0-2,1
5.75-4.2-1.53,2-3,1
5.77-4.09-1.65,0-5,1
5.77-4.15-1.64,1-2,1
5.84-3.83-1.67,3-1,1
5.85-4.18-1.64,0-0,1
5.86-3.94-1.66,0-0,1
5.86-4.03-1.66,1-0,1
5.88-3.88-1.67,1-0,1
5.88-4.18-1.64,0-3,1
5.89-4.47-1.6,0-1,1
5.93-4.05-1.64,0-0,1
5.94-4.1-1.65,1-2,1
5.95-4.36-1.61,2-3,1
5.96-3.98-1.67,0-0,1
5.96-4.25-1.62,1-1,1
5.96-4.27-1.62,3-2,1
6-3.25-1.66,0-2,1
6-3.6-1.61,1-4,1
6-3.75-1.57,2-1,1
6-4.33-1.5,0-2,1
6-4.61-1.57,2-1,1
6-4.75-1.44,2-1,1
6.04-4.2-1.62,0-3,1
6.04-4.44-1.59,3-0,1
6.15-4.05-1.64,4-1,1
6.16-4.71-1.55,0-2,1
6.23-4.69-1.53,1-2,1
6.23-4.7-1.53,0-3,1
6.24-4.43-1.56,1-0,1
6.25-4.2-1.5,0-1,1
6.25-4.75-1.44,2-2,1
6.3-4.29-1.59,0-3,1
6.32-4.02-1.62,0-2,1
6.33-3.9-1.65,0-4,1
6.35-4.09-1.62,1-2,1
6.37-4.3-1.57,0-3,1
6.45-4.45-1.55,1-2,1
6.45-4.69-1.53,0-3,1
6.46-4.09-1.61,0-4,1
6.49-4.66-1.53,1-4,1
6.5-4-1.53,1-1,1
6.5-4.09-1.5,1-3,1
6.52-4.55-1.55,2-5,1
6.55-4.19-1.56,1-3,1
6.6-5.14-1.48,2-2,1
6.62-4.35-1.55,0-2,1
6.62-4.4-1.55,1-4,1
6.63-4.24-1.58,2-3,1
6.65-4.81-1.51,0-4,1
6.71-4.37-1.55,1-4,1
6.8-4.73-1.51,1-2,1
6.85-4.7-1.5,2-2,1
6.87-4.94-1.49,2-0,1
6.9-4.72-1.5,0-2,1
6.93-4.6-1.51,1-4,1
6.94-4.89-1.49,2-4,1
6.98-3.95-1.6,0-1,1
7-3.5-1.57,1-0,1
7-3.75-1.53,0-0,1
7-4.62-1.51,3-1,1
7-4.75-1.39,0-7,1
7-4.75-1.4,0-1,1
7.05-4.35-1.54,0-3,1
7.08-4.83-1.48,2-1,1
7.08-4.96-1.48,0-3,1
7.09-4.66-1.51,0-1,1
7.09-5.26-1.44,2-1,1
7.11-3.75-1.63,0-0,1
7.11-3.82-1.61,0-1,1
7.11-4.85-1.49,0-0,1
7.19-4.98-1.47,0-1,1
7.31-4.45-1.52,1-2,1
7.31-4.89-1.47,0-3,1
7.4-3.95-1.58,0-5,1
7.42-4.43-1.52,2-2,1
7.45-4.67-1.49,1-0,1
7.5-3.6-1.53,0-1,1
7.5-4.09-1.44,0-1,1
7.5-4.2-1.44,2-0,1
7.5-4.33-1.44,3-4,1
7.5-4.5-1.4,2-1,1
7.5-4.75-1.36,0-4,1
7.52-4.44-1.51,1-3,1
7.55-5.54-1.4,2-2,1
7.58-4.55-1.5,1-5,1
7.65-4.89-1.46,0-2,1
7.73-4.42-1.5,2-2,1
7.81-4.99-1.45,0-0,1
7.84-5.07-1.43,0-1,1
8-3.75-1.44,3-2,1
8-4-1.45,1-1,1
8.07-4.7-1.46,0-3,1
8.17-4.71-1.45,0-1,1
8.29-5-1.42,0-2,1
8.3-4.62-1.45,1-1,1
8.34-5.01-1.43,0-0,1
8.35-5.43-1.39,4-0,1
8.36-4.38-1.49,2-2,1
8.36-4.68-1.46,1-3,1
8.4-6.28-1.34,3-5,1
8.46-5.08-1.42,1-3,1
8.48-4.93-1.42,3-5,1
8.5-4.2-1.4,0-1,1
8.5-4.75-1.36,1-1,1
8.5-4.92-1.43,2-1,1
8.75-5.08-1.4,1-2,1
8.86-5.25-1.4,1-2,1
9-5.5-1.3,1-1,1
9.06-5.89-1.35,0-2,1
9.08-5.51-1.37,0-1,1
9.1-5.09-1.4,2-2,1
9.18-5.3-1.38,2-2,1
9.2-5.35-1.37,1-1,1
9.2-6.1-1.33,0-5,1
9.3-5.12-1.39,2-3,1
9.5-4-1.39,0-3,1
9.5-4.33-1.36,1-5,1
9.5-4.5-1.36,2-3,1
9.5-5.35-1.37,0-3,1
9.54-5-1.4,0-4,1
9.55-4.51-1.44,2-6,1
9.63-5.22-1.38,0-3,1
9.72-5.38-1.36,0-4,1
9.83-5.64-1.35,0-6,1
ODDS,CS,1
